entpName,itemName,itemSeq,efcyQesitm,useMethodQesitm,depositMethodQesitm,itemImage
(주)유한양행,래피콜코프플러스연질캡슐,201902261,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인 1회 2캡슐씩, 만 8세 이상~만 15세 미만 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oo7XeTdk3p
(주)엘앤씨바이오 ,엘도스텐캡슐(에르도스테인),201902272,이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 에르도스테인으로서 1회 300 mg을 1일 2~3회 복용합니다.급성 호흡기질환에 투여 시 연속으로 10일 이상 투여하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi_9icqFuf
정우신약(주),정우형개연교탕연조엑스(단미엑스혼합제),201902312,이 약은 한방건강보험용입니다.,이 약은 한방건강보험용입니다.,습기와 빛을 피해 실온에서 보관하십시오.,
독립바이오제약(주),알마트로정(알마게이트),201902342,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCPBl3FiUb
동화약품(주),본에탑연질캡슐,201902441,"이 약은 임신·수유기, 발육기, 노년기의비타민 D의 보급과뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","12세 이상 및 성인은 1회 1캡슐, 1일 1회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)휴온스메디텍,헥시와입스4%(클로르헥시딘글루콘산염),201902449,"이 약은 항균 피부 세정제로서, 일반 피부 및 피부 표면층보다 깊지 않은 상처부위 세정, 개인의 손 소독, 수술 전 수술부위 피부소독에 사용합니다.","일반 피부 및 피부 표면층보다 깊지 않은 상처부위 세정에는 세정할 부위를 물로 닦고, 피부나 상처에 적용하는데 필요한 최소한으로적용하여부드럽게 닦아내십시오. 물로 충분히 헹굽니다. 한 번 사용 후 버립니다.개인의 손 소독에는 손을 물로 적시고 본 제품 1매를 가지고15초간 강하게 문지릅니다. 물로 헹구고 완전히 말립니다. 한 번 사용 후 버립니다.수술 전 피부 소독에는 충분한 개수를 사용하여 수술부위에 2분 이상 문지릅니다. 멸균수건으로 말리고 위 과정을 한번 더 반복한 후 멸균수건으로 말립니다. 한 번 사용 후 버립니다.",실온에서 보관하십시오.,
(주)휴온스메디텍,헥시와입스2%(클로르헥시딘글루콘산염),201902450,이 약은 보건위생종사자의 손 소독에 사용합니다.,"이 약 1매를 젖은 손에 30초간 잘 문지른 후 물로 깨끗이 세척하고 완전히 말리고, 한 번 사용 후 버립니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
경남제약(주),비테인캡슐,201902472,"이 약은 식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토, 소화촉진, 소화불량으로 인한 위부팽만감에 사용합니다.","성인은 1회 1캡슐, 1일 3회 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mu8cPencuG
(주)녹십자,백초수액,201902545,"이 약은 식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토에 사용합니다.","만 15세 이상 및 성인은 1회 1병 (75 mL), 만 11세 이상 - 만 15세 미만은 1회 2/3병 (50 mL), 만 8세 이상-만 11세 미만은 1회 1/2병 (37.5 mL), 만 5세 이상-만 8세 미만은 1회 1/3병 (25 mL), 만 3세 이상-만 5세 미만은 1회 1/4병 (18.75 mL), 만 1세 이상-만 3세 미만은 1회 1/5병 (15 mL), 1일 3회 식후에 복용합니다.복용간격은 4시간 이상으로 하십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)알피바이오,모아콜연질캡슐,201902527,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 만 8세 이상~만 15세 미만은 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0L6J0YIrL
일성아이에스(주),일성알마게이트정500밀리그램,201902561,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","성인 및 12세 이상의 소아는 알마게이트로서 1회 1 g을 1일 3회, 식후 30분 ∼ 1시간에 씹어서 경구 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손에 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOXLH
(주)녹십자,티라노골드플러스츄어블정,201902565,"이 약은 육체피로, 임신 · 수유기, 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하 시, 발육기, 노년기의 비타민 A, B1, B2, B6, C, D, E의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","만 8세 이상 어린이 및 성인은 1일 2회, 1회 2정, 만 36개월 이상 ~ 만 8세 미만 어린이는 1일 2회, 1회 1정을 복용합니다.입안에서 녹이거나 씹어서 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhUmgNfqyt
(주)시어스제약,디로펜24쿨플라스타(디클로페낙나트륨),201902572,"이 약은 퇴행성 관절염(골관절염), 어깨관절 주위염, 힘줄 및 힘줄윤활막염, 힘줄주위염, 위팔뼈상과염(테니스엘보 등), 근육통(근, 근막성 허리통증), 외상(상처) 후 부기 및 통증의 진통, 소염(항염)에 사용합니다.",성인(15세 이상)은 1일 1회 1매를 환부(질환 부위)에 붙입니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)알피바이오,모아코프연질캡슐,201902579,"이 약은 기침, 가래에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 1일 3회, 만 8세 이상~만 15세 미만은 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0L6J0YIrx
(주)아이월드제약,리도케인크림(리도카인),201902587,이 약은 남성 성기 촉각의 예민성 감소에 사용합니다.,성교 5~15분전에 크림으로서 0.25~0.66 g(리도카인으로서 23~62 mg)을 도포합니다.용량과 적용 시간은 개인에 따라 다르며 최저유효량을 사용하되 24시간 이내에 최대 2 g(리도카인으로서 184 mg)을 초과하여 투여하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)마더스제약,히미팔팔액(L-아스파르트산-L-아르기닌수화물),201902611,이 약은 정신적·신체적 기능무력 증상의 보조요법 및 회복기간(아미노산 결핍상태) 동안의 보조요법으로 사용합니다.,12세 이상의 청소년 및 성인은 1일 1회 5 g을 복용합니다.아침에 복용하는 것이 좋지만 취침전에도 복용 가능합니다.적은 양의 물과 함께 복용할 수 있습니다.,빛을 피해 실온에서 보관하십시오.,
동국제약(주),마인트롤정(세인트존스워트80%메탄올건조엑스),201902614,"이 약은 불안, 무기력 상태, 가볍고 일시적인 우울증상의 완화에 사용합니다.",성인 및 12세 이상의 소아는 1회 1정(세인트존스워트80%메탄올건조엑스 300 mg) 1일 3회 소량의 물과 함께 씹지 말고 복용합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mm5TBIV2A2
신신제약(주),페노크린첩부제스트롱(플루르비프로펜),201902832,"이 약은 퇴행성 관절염(골관절염), 어깨관절 주위염, 건(힘줄) · 건초염(힘줄윤활막염), 상완골(위팔뼈)상과염(테니스엘보우 등), 근육통, 외상(상처)후의 종창(부기), 동통(통증)의 진통, 소염(항염)에 사용합니다.",1일 2회 약면의 박리(벗겨내기)지를 떼어낸 후 부착합니다.,빛을 피해 실온에서 보관하십시오.,
(주)서흥,레티코연질캡슐,201902786,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 만 11세 이상~만 15세 미만은 1회 11/3캡슐씩, 만 7세 초과~만 11세 미만은 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwOeOO
(주)유한양행,삐콤씨파워정,201902857,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 B1, B2, B6, C, D, E의 보급과 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) 증상의 완화, 각기 · 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛∙피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈∙비출혈(코피) 예방, 뼈, 이의 발육불량, 구루병의 예방, 말초혈행장애 및 갱년기시 어깨∙목결림, 수족저림∙수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","만 8세 이상 및 성인 1회 1정씩, 1일 2회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MlMmwHGNkQ
(주)서흥,레티코프연질캡슐,201902787,"이 약은 감기의 여러 증상(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 성인은 1회 2캡슐씩, 만 7세 초과~만 15세 미만은 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwOeO6
정우신약(주),프로콘틴600정,201902859,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시 비타민 B1, B2, B6의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7oG5g7jgh
(주)서흥,레티콜연질캡슐,201902788,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한 (춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 만 7세 초과~만 15세 미만은 1회 1캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwOeOg
(주)녹십자,타미노펜연질캡슐(아세트아미노펜),201902973,"이 약은 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증)과 치통, 관절통, 류마티양 동통(통증)에 사용합니다.","만 12세 이상 소아 및 성인은 1회 2캡슐(650 mg) 1일 3~4회(4~6시간마다) 필요시 복용합니다.1일 최대 12캡슐(4,000 mg)까지 초과하여 복용하지 않습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MncJAM5kXn
동아제약(주),나프원큐연질캡슐(나프록센),201902876,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MncJAM5kMV
대웅바이오(주),엘도씽캡슐(에르도스테인),201903071,이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용시 연속으로 10일 이상 복용하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OpUNcKXiiU
동아제약(주),덱스원큐연질캡슐(덱시부프로펜),201902982,"이 약은 만성 다발성 관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증, 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1캡슐(300 mg),1일 2~4회 복용합니다. 단, 1일 4캡슐(1,200 mg)을 초과하지 않습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MncJAM5kN5
경동제약(주),그날엔덱스연질캡슐(덱시부프로펜),201903015,"이 약은 만성 다발성 관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증, 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1캡슐(300 mg),1일 2~4회 복용합니다. 단, 1일 4캡슐(1,200 mg)을 초과하지 않습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml-kwRqCx-
현대약품(주),현대에르도스테인캡슐,201903082,이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용시 연속으로 10일 이상 복용하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZk0
조아제약(주),오케이파워겔,201903099,"이 약은 무좀, 완선(사타구니백선), 백선에 사용합니다.",1일 1회 적당량을 환부(질환 부위)에 도포합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.뚜껑을 꼭 닫아 보관하십시오.화기 근처에 두지 마십시오.,
아주약품(주),뮤코나액(아세틸시스테인),201903112,"이 약은 기관지천식, 만성기관지염, 기관지확장증, 폐결핵, 폐기종, 상기도염(인·후두염), 폐화농증, 폐렴, 낭성섬유증, 수술후 폐합병증의 객담배출곤란과 기관지조영, 기관지경 검사, 폐암 세포진, 기관절개술의 전·후 처치에 사용합니다.","안면마스크, 마우스피스, 기관누공형성술을 이용한 분무요법은 1~10 mL를 2~6시간마다 분무합니다. 추천양은 3~5 mL를 1일 3~4회 분무합니다.분무텐트 및 흡입기(Croupette)를 이용한 분무요법은 특별한 경우에 필요한 방법으로 환자의 개인적 요구 및 투여방법의 편이도에 따라 개인적으로 사용합니다. 이 투여방법에는 많은 양의 용액이 필요하여, 때때로 1회 치료 시 300 mL정도까지 요구되는 수도 있습니다. 추천양은 치료기간동안 천막이나 흡입기내에 매우 농도가 짙은 안개 같은 상태를 유지할 수 있는 용량이어야 합니다. 간헐적 또는 계속적으로 장기간 투여하는 것이 바람직합니다.직접 주입하는 경우 1~2 mL을 1시간마다 투여합니다.기관누공형성술을 한 환자의 정기적 치료에는 1~2 mL을 기관누공을 통해 1~4시간마다 투여합니다.국소마취와 직접 절개를 하여 기관내로 작은 플라스틱 카테타를 삽입하여 폐기관 수지상 구조의 특정부분에 직접 투여하는 경우 카테타와 연결된 주사기를 이용하여 2~5 mL를 1~4 시간마다 투여합니다.진단용 기관지 조영시 기관지 조영 실시전에 1~2 mL를 2~3회 분무용법 또는 기관지내 주입법에 의해 투여합니다.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일양약품(주),일양피록시겔(피록시캄),201903189,"이 약은 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통(근염, 근막염 등), 외상후의 종창ㆍ동통의 진통ㆍ소염에 사용합니다.","성인 1일 3~4회, 1회 약 3 cm(1 g)를 환부에 얇게 바르고 잘 스며들도록 가볍게 문지릅니다.",실온에서 보관하십시오.,
(주)라이트팜텍,제이테르빈크림(테르비나핀염산염),201903198,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선)과 피티로스포룸 올비큘라레균에 의한 어루러기 및 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환 부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)뉴젠팜,엘도젠캡슐(에르도스테인),201903202,이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,"성인은 1회 300 mg씩, 1일 2~3회 경구투여합니다.급성 호흡기질환에 투여 시 연속으로 10일 이상 투여하지 마십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NrCxVBml8k
제일헬스사이언스(주),제일테르비케어크림(테르비나핀염산염),201903216,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선), 어루러기, 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환 부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
헤일리온코리아주식회사,오트리빈에스비강분무액(옥시메타졸린염산염) ,201903221,"이 약은 코감기(급성 비염), 알레르기성 비염 또는 부비동염에 의한 코막힘, 콧물, 재채기, 머리무거움 증상의 완화에 사용합니다.","만 12세 이상의 청소년 및 성인은 1회 1~2번씩, 1일 1~2회 각 비강에 분무합니다.1일 2회를 초과하지 마십시오.최소 사용 간격은 8시간입니다.다음 순서대로 사용하십시오.1. 코를 청결히 합니다2.두 손가락 사이에 노즐을 잡고 엄지손가락을 아래에 받치고 병을 위로 세웁니다.3.앞으로 약간 기울여 코 안에 노즐을 넣어 코안에 분사 후 동시에 부드럽게 호흡합니다.4. 사용 후뚜껑을 닫기 전 노즐을 깨끗이 하고 건조시킵니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일양약품(주),브로립신정,201903259,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종(부기)의 완화에 사용합니다.","성인은 첫날 1회 2정, 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ms70TADWyq
고려제약(주),레보콤비에스액,201903305,"이 약은 간염의 후유증, 간기능 저하, 독소성 감염 상태의 치료 보조, 거대적아구성 빈혈 치료 보조 또는 임신, 분만 후, 수유 시, 비타민B12 또는 폴산 결핍증후군, 비타민 결핍, 항생제, 화학요법, 항암제 치료 시 사용합니다.","성인은 1회 1~2병씩, 1일 1회 복용합니다.복용 시 외부 플라스틱 캡을 벗기고 내부 캡을 눌러 이중병마개 속에 들어있는 분말을 병속의 용액에 넣고 잘 흔들어 섞으십시오.",어린이의 손이 닿지 않는 곳에 보관하십시오.습기와 빛을 피해 실온에서 보관하십시오.,
광동제약(주),광동벤포파워제트액,201903344,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 B1, B2, B6의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 각기, 눈의 피로와 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1일 2회, 1회 1병을 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
동성제약(주),알레르텍연질캡슐(세티리진염산염),201903366,"이 약은 계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인 불명의) 두드러기, 피부 소양증(가려움증)에 사용합니다.","성인 및 6세 이상의 소아는 1일 1회 1캡슐(10 mg)을 취침 전에 복용하고, 이상반응에 민감한 환자의 경우는 1/2캡슐(5 mg)씩을 아침, 저녁에 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다.신장애 환자의 복용간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq0-FtEWrC
태극제약(주),이베클로크림,201903393,이 약은 재발성 구순포진의 초기 치료에 사용합니다.,"성인은 환부의 가장자리까지 충분히 적용할 수 있는 적당량으로 하여 1일 5회, 5일동안 사용합니다.이 약의 치료기간은 5일 이내로 제한합니다.치료는 초기증상 및 증후가 보이는 즉시 가능한 빨리 시작합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)한국팜비오,징키스틴캡슐(히스티딘아연이수화물),201903442,이 약은 아연의 보급에 사용합니다.,"성인은 1회 1캡슐, 1일 1회 식사 1시간 전에 복용합니다.캡슐 복용의 어려움이 있는 경우에, 내용물을 물 또는 과일쥬스에 섞어서 복용이 가능합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCPBl3Fi-r
신신제약(주),스카덤클리어겔,201903580,"이 약은 상처 조직의 치료 후 처치(비대성 및 켈로이드성 흉터, 여드름 흉터, 수술 흉터)에 사용합니다.","성인 및 2세 이상의 소아는 상처 및 주변 피부에 1일 수회 적용하여 가볍게 마사지합니다.성인의 경우 비후성 흉터에 대해서는 전날 두껍게 바르고 붕대로 고정하여, 하루 저녁 동안 적용할 수 있습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
독립바이오제약(주),독립덱시부펜시럽(덱시부프로펜),201903568,이 약은 급성 상기도 감염으로 인한 발열시 해열에 사용합니다.,"생후 6개월 이상의 소아는 1회 0.4~0.6 mL/kg(5 ~ 7 mg/kg)의 용량을 4~6시간 간격으로 필요시에 복용하며, 1일 최대 4회(28 mg/kg)를 넘지 않습니다.체중이 30kg 이하인 소아에게는 1일 최대 25 mL(300 mg)을 초과하지 않습니다.연령대별 1회 권장용량은 허가사항을 참고하십시오.",빛을 피해 상온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
조아제약(주),에르펙토정(에르도스테인),201903606,이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1정(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 투여 시 연속으로 10일 이상 투여하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq0-FtEWwk
(주)바스칸바이오제약,소와엔정,201903734,"이 약은 소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감에 사용합니다.","만 15세 이상 및 성인은 1회 2정, 1일 3회 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NeFqpW1gh6
코스맥스파마(주),팜플루코프연질캡슐,201903798,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2캡슐씩, 1일 3회 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq0-FtEWmE
